il,ad,tur,mutfak,telefon,website,instagram,saatler,bahce,wifi,adres,ilce,mahalle,lat,lon,harita,osm_id
Mersin,Hasan Reis balık restoran,restaurant,,,,,,,,,,,36.7024642,34.4646379,"https://www.google.com/maps/search/?api=1&query=36.7024642,34.4646379",way/1008852454
Mersin,Hasırcı Döner,fast_food,,,,,,,,,,,36.8051759,34.6301254,"https://www.google.com/maps/search/?api=1&query=36.8051759,34.6301254",node/13848479001
Mersin,Hataydan Kafe,fast_food,,,,,,,,Kültür Parkı,,,36.7685677,34.5624154,"https://www.google.com/maps/search/?api=1&query=36.7685677,34.5624154",way/1443684071
Mersin,Hayati Meyvesuyu,fast_food,juice,,,,,,,Uray Caddesi,Akdeniz,,36.7990656,34.6310783,"https://www.google.com/maps/search/?api=1&query=36.7990656,34.6310783",node/11260103419
Mersin,Haydar Usta,ice_cream,,,,,,,,Kuvayi Milliye Caddesi,Akdeniz,,36.7973534,34.6301869,"https://www.google.com/maps/search/?api=1&query=36.7973534,34.6301869",node/11309111111
Mersin,Hazan Usta Tantuni,restaurant,chicken;kebab;local;sandwich;tea;turkish,+903243259329,https://yemeksepeti.com/,,24/7,,wlan,1901. Sokak 10/c,,,36.7840011,34.5951970,"https://www.google.com/maps/search/?api=1&query=36.7840011,34.5951970",node/8148195019
Mersin,Heye Kebap,fast_food,kebab,,,,,,,13. Cadde,Yenişehir,,36.8076621,34.5880943,"https://www.google.com/maps/search/?api=1&query=36.8076621,34.5880943",node/12009188049
Mersin,HSM Kafe,fast_food,,,,,,,,Şehit Üst Teğmen Emrah Şahin Sokağı,Akdeniz,Yeni Mahalle,36.8079230,34.6355589,"https://www.google.com/maps/search/?api=1&query=36.8079230,34.6355589",node/12213573107
Mersin,Iskele,restaurant,turkish,,,,,yes,,,,,36.7752962,34.5756181,"https://www.google.com/maps/search/?api=1&query=36.7752962,34.5756181",node/6367250746
Mersin,İskele,restaurant,,+90 324 741 4444,,,,,,,,,36.3177187,33.8770789,"https://www.google.com/maps/search/?api=1&query=36.3177187,33.8770789",node/4524939921
Mersin,JiēBú Coffee,cafe,,,,,"Mo-Fr 09:00-21:00; Sa, Su 09:30-17:00",,,"Taşucu, İsmet İnönü Cd. 72/1",,,36.3174281,33.8768647,"https://www.google.com/maps/search/?api=1&query=36.3174281,33.8768647",node/8626605178
Mersin,Jomo Lounge,fast_food,coffee_shop;pizza;burger;chicken;ice_cream;seafood;breakfast;fish;cake;pasta;tea;noodle,+90 539 337 34 01,https://jomomersin.com,,Mo-Su 09:00-00:00,yes,wlan,Mersin- Gözne Yolu Bayraktepe Tesisler 19/3,Toroslar,Çopurlu Mh.,36.8624471,34.5645684,"https://www.google.com/maps/search/?api=1&query=36.8624471,34.5645684",node/11038772931
Mersin,Kadir Ağanın Sofrası,restaurant,fish;grill;chicken;kebab;barbecue;friture,,,,,,wlan,Mersin - Silifke Yolu,,,36.3812059,33.9392703,"https://www.google.com/maps/search/?api=1&query=36.3812059,33.9392703",node/4867688123
Mersin,Kafeterya,cafe,bagel;tea;ice_cream;coffee_shop,,,,Mo-Su 08:00-18:00,,wlan,Orta körpü,,,36.3782915,33.9313230,"https://www.google.com/maps/search/?api=1&query=36.3782915,33.9313230",node/5378380921
Mersin,Kahramanmaraş Dondurması,ice_cream,,,,,,,,,,,36.6062298,34.3155627,"https://www.google.com/maps/search/?api=1&query=36.6062298,34.3155627",node/13980963824
Mersin,Kahve Dünyası,cafe,coffee_shop,,,,,yes,yes,20. Cadde,Yenişehir,"Güvenevler, 1910. Sk. 17-15, 33140 Yenişehir/Mersin",36.7841799,34.5893813,"https://www.google.com/maps/search/?api=1&query=36.7841799,34.5893813",node/10301890937
Mersin,Kahve Dünyası,cafe,coffee_shop,,,,,yes,,Mersin Marina,Yenişehir,,36.7706339,34.5689717,"https://www.google.com/maps/search/?api=1&query=36.7706339,34.5689717",node/11328719155
Mersin,Kahve Dünyası,cafe,coffee_shop,,,,,,,Sayapark AVM,Yenişehir,Akkent,36.7679540,34.5525576,"https://www.google.com/maps/search/?api=1&query=36.7679540,34.5525576",node/13472955937
Mersin,Kahve Rengi Cafe,cafe,tea;coffee_shop,+90 324 714 2246,,,Mo-Su 08:00-21:00,,wlan,Abdi İpekçi Caddesi 27,Silifke,,36.3793780,33.9298950,"https://www.google.com/maps/search/?api=1&query=36.3793780,33.9298950",node/5516430626
Mersin,Kahvehane,cafe,coffee_shop,,,,Mo-Su 08:00-22:00,yes,no,,Silifke,Arkum,36.3500051,34.0566808,"https://www.google.com/maps/search/?api=1&query=36.3500051,34.0566808",node/12151378318
Mersin,Kale Restaurant,restaurant,steak_house;fish;chicken;kebab;barbecue;local,+90 324 714 82 92,,,Mo-Su 09:00-18:00,,,Silifke,,,36.3758510,33.9173330,"https://www.google.com/maps/search/?api=1&query=36.3758510,33.9173330",node/5516430627
Mersin,KapalıPazar Cafe,fast_food,,,,,,,,,,,36.3734865,33.9352613,"https://www.google.com/maps/search/?api=1&query=36.3734865,33.9352613",node/12153394891
Mersin,Karakız Cafe,cafe,kebab;coffee_shop;turkish;fast_food,+905524127566,,,Mo-Su 11:00-23:00,yes,no,Ortaköy Caddesi 6,Anamur,Ören Mahallesi,36.0479322,32.7862935,"https://www.google.com/maps/search/?api=1&query=36.0479322,32.7862935",node/9752683691
Mersin,Kardeşler Tantuni Döner,fast_food,,,,,,,,Kuvayi Milliye Caddesi,Toroslar,Osmaniye,36.8139452,34.6179792,"https://www.google.com/maps/search/?api=1&query=36.8139452,34.6179792",node/14006956707
Mersin,Kardeşler Tantuni Kebap,fast_food,,,,,,,,,,,36.8236359,34.6225133,"https://www.google.com/maps/search/?api=1&query=36.8236359,34.6225133",node/6284019575
Mersin,Katık Döner,fast_food,doner,,,,,,,,Erdemli,Merkez Mahallesi,36.6066364,34.3123753,"https://www.google.com/maps/search/?api=1&query=36.6066364,34.3123753",node/6718260052
Mersin,Katık Döner,fast_food,,,,,,,,,Silifke,Saray,36.3795182,33.9275369,"https://www.google.com/maps/search/?api=1&query=36.3795182,33.9275369",node/13230323077
Mersin,Kayhan Tantuni,fast_food,,,,,,,,,,,36.8136786,34.6181889,"https://www.google.com/maps/search/?api=1&query=36.8136786,34.6181889",node/6282476088
Mersin,Kayra Tantuni Döner,fast_food,,,,,,,,,,,36.6090118,34.3142177,"https://www.google.com/maps/search/?api=1&query=36.6090118,34.3142177",node/13768698763
Mersin,Kayıkçıoğlu Restaurant,restaurant,,,,,,,,,,,36.6427311,34.3553897,"https://www.google.com/maps/search/?api=1&query=36.6427311,34.3553897",node/4859348221
Mersin,Kebapçı Haydar,restaurant,,,,,,,,,,,36.6077504,34.3137787,"https://www.google.com/maps/search/?api=1&query=36.6077504,34.3137787",node/7887142730
Mersin,Kebapçı Kardelen,fast_food,kebab,,,,,,,,,,36.8091747,34.6153868,"https://www.google.com/maps/search/?api=1&query=36.8091747,34.6153868",node/6203190630
Mersin,Kebapçı Salih,restaurant,,,,,,,,,,,36.6113126,34.3021800,"https://www.google.com/maps/search/?api=1&query=36.6113126,34.3021800",node/7887150218
Mersin,Kebapçı Vahit,restaurant,,,,,,,,,,,36.9274335,34.8859394,"https://www.google.com/maps/search/?api=1&query=36.9274335,34.8859394",node/4391439692
Mersin,Keklik  RESTAURENT,restaurant,,,,,,,,,,,36.3773291,33.9057573,"https://www.google.com/maps/search/?api=1&query=36.3773291,33.9057573",node/9961089030
Mersin,Kerebiçci Hayri Usta,restaurant,regional;kerebiç,+90 324 237 34 54,,,,,,İstiklal Caddesi,,Kiremithane Mah.,36.7954250,34.6224902,"https://www.google.com/maps/search/?api=1&query=36.7954250,34.6224902",node/7014689198
Mersin,Kervan Humus,cafe,,,,,,,,,,,36.9156850,34.8957017,"https://www.google.com/maps/search/?api=1&query=36.9156850,34.8957017",node/4402346391
Mersin,Kiremithane Kıraathanesi,cafe,,,,,,,,,,,36.7933462,34.6207577,"https://www.google.com/maps/search/?api=1&query=36.7933462,34.6207577",way/751226624
Mersin,Klas Kafe,fast_food,,+90 324 238 21 19,,,,,,Klas Plaza,Akdeniz,Yeni Mahalle,36.8045842,34.6374565,"https://www.google.com/maps/search/?api=1&query=36.8045842,34.6374565",way/1065467258
Mersin,Kokoreç Dünyası,fast_food,,,,,,,,,,,36.6128336,34.3203525,"https://www.google.com/maps/search/?api=1&query=36.6128336,34.3203525",way/1539613548
Mersin,Kokoreçci Yüksel,restaurant,,,,,,,,,,,36.3757503,33.9331738,"https://www.google.com/maps/search/?api=1&query=36.3757503,33.9331738",node/4526787295
Mersin,Komagene,fast_food,kebab,+90 324 714 7141,,,Mo-Su 08:00-18:00,,,Atatürk Caddesi 110,Silifke,,36.3802920,33.9314460,"https://www.google.com/maps/search/?api=1&query=36.3802920,33.9314460",node/5516431422
Mersin,Komagene,fast_food,kebab,,,,,,,Gazi Mustafa Kemal Bulvarı,Mezitli,,36.7644800,34.5535348,"https://www.google.com/maps/search/?api=1&query=36.7644800,34.5535348",node/13472867201
Mersin,Kravga Alabalık Lokantası,restaurant,,,,,,yes,,,,,36.7593067,33.1801063,"https://www.google.com/maps/search/?api=1&query=36.7593067,33.1801063",node/5411823893
Mersin,Köksallar tavuk şiş,restaurant,turkish,,,,,,,,,,36.9299547,34.9249230,"https://www.google.com/maps/search/?api=1&query=36.9299547,34.9249230",node/12804164801
Mersin,Köy kahvesi,cafe,,,,,,,,,,,36.7253133,33.8145932,"https://www.google.com/maps/search/?api=1&query=36.7253133,33.8145932",node/5542495722
Mersin,Köşekbükü Cafe,cafe,,,,,,,,,,,36.1269542,32.7599896,"https://www.google.com/maps/search/?api=1&query=36.1269542,32.7599896",way/1332049593
Mersin,Küfi Coffee,cafe,coffee_shop,+90 541 602 30 26,https://kuficoffeefood.com/,,Mo-Su 09:00-21:00,yes,wlan,2188 Sk. 1B,Yenişehir,Barbaros Mahallesi,36.7747961,34.5716891,"https://www.google.com/maps/search/?api=1&query=36.7747961,34.5716891",node/12786237261
Mersin,Künefeci Cemal Usta,cafe,,,,,,,,,,,36.3770988,33.9312499,"https://www.google.com/maps/search/?api=1&query=36.3770988,33.9312499",node/6786215492
Mersin,Künefeci Emin Usta,cafe,turkish,,,,,,yes,,,,36.7951625,34.6216866,"https://www.google.com/maps/search/?api=1&query=36.7951625,34.6216866",node/7023121143
Mersin,Küçüksaat Kebapçısı,restaurant,,,,,,,,Çakmak Caddesi,Akdeniz,Camişerif Mahallesi,36.8024596,34.6322806,"https://www.google.com/maps/search/?api=1&query=36.8024596,34.6322806",node/11273975386
Mersin,Kır Bahçesi,restaurant,,,,,,,,,,,36.9545213,34.8512491,"https://www.google.com/maps/search/?api=1&query=36.9545213,34.8512491",way/440184639
Mersin,Kıraathane,cafe,,,,,,,,,,,37.1672006,34.7530074,"https://www.google.com/maps/search/?api=1&query=37.1672006,34.7530074",way/418956834
Mersin,Kıskaç Cafe Bar,cafe,,,,,,,,,,,36.7739464,34.5722204,"https://www.google.com/maps/search/?api=1&query=36.7739464,34.5722204",node/9792385829
Mersin,Kızılgeçit Restaurant Tesisleri,restaurant,,,,,,,,,Toroslar,,36.9486322,34.4845586,"https://www.google.com/maps/search/?api=1&query=36.9486322,34.4845586",node/13160078499
Mersin,L-Alem Cafe & Restaurant,restaurant,"regional,_Pizza,_Fastfood,",+903243586886,https://vk.com/l.alem,,,,,SK. 30026,,,36.7573583,34.5477046,"https://www.google.com/maps/search/?api=1&query=36.7573583,34.5477046",node/3312315138
Mersin,Lavanta bahceleri,cafe,,,,,,,,,,,36.6923937,34.0949686,"https://www.google.com/maps/search/?api=1&query=36.6923937,34.0949686",node/10839477505
Mersin,Lezzet Durağı Ahmet Usta,restaurant,,,,,,,,,,,36.6882837,34.4432471,"https://www.google.com/maps/search/?api=1&query=36.6882837,34.4432471",way/1008275199
Mersin,Lider Tantuni,restaurant,,,,,,,,,,,36.7081911,34.4662480,"https://www.google.com/maps/search/?api=1&query=36.7081911,34.4662480",node/7887778439
Mersin,Liman restaurant,restaurant,,,,,,,,,,,36.3186822,33.8795705,"https://www.google.com/maps/search/?api=1&query=36.3186822,33.8795705",node/10012089717
Mersin,Limon Kafe,cafe,,,,,,,,,,,36.7584462,34.5501129,"https://www.google.com/maps/search/?api=1&query=36.7584462,34.5501129",way/1443684746
Mersin,Loba Coffee & Bakery,cafe,,,,,,,,Çakmak Caddesi,Akdeniz,Yeni Mahalle,36.8035439,34.6319469,"https://www.google.com/maps/search/?api=1&query=36.8035439,34.6319469",node/12211137551
Mersin,MADO DONDURMA CAFE SİLİFKE,cafe,coffee_shop,+90 324 504 10 00,,,,,,"Göksu, 33940 Silifke/Mersin",,,36.3793834,33.9310360,"https://www.google.com/maps/search/?api=1&query=36.3793834,33.9310360",node/12234901917
Mersin,Mahir Usta Aile Lokantası,restaurant,kebab,,,,,,,,,,36.1549859,33.3552838,"https://www.google.com/maps/search/?api=1&query=36.1549859,33.3552838",node/9916939303
Mersin,Maki Cafe,cafe,bagel;breakfast;coffee_shop;regional;tea,,,,Mo-Su 08:00-22:00,,wlan,Taşköprü,,,36.3784427,33.9274382,"https://www.google.com/maps/search/?api=1&query=36.3784427,33.9274382",node/7840537386
Mersin,MALI'S CUPS COFFEE,cafe,,,,,,,,,,,36.7848640,34.5403085,"https://www.google.com/maps/search/?api=1&query=36.7848640,34.5403085",node/13542552132
Mersin,Mandaline,restaurant,,,,,,,,,,,36.6059505,34.3199600,"https://www.google.com/maps/search/?api=1&query=36.6059505,34.3199600",node/10992018405
Mersin,Mangal Restoran,restaurant,,,https://mangal.com.tr,,,,,49364 sok. 20,,,36.6971719,34.4431393,"https://www.google.com/maps/search/?api=1&query=36.6971719,34.4431393",way/1005846699
Mersin,Mavi Köşe Büfe,fast_food,,,,,,,,,,,36.9164289,34.8953809,"https://www.google.com/maps/search/?api=1&query=36.9164289,34.8953809",node/6853139571
Mersin,Mavi Tuna Dondurma ve Künefe Sarayı,ice_cream,,+90 324 516 0692,,,Mo-Su 09:30-01:30,,,,Erdemli,Merkez Mahallesi,36.6048285,34.3090376,"https://www.google.com/maps/search/?api=1&query=36.6048285,34.3090376",node/6718328707
Mersin,Mbr Tantuni,restaurant,kebab;barbecue;grill,,,,Mo-Su 08:00-22:00,,wlan,Göksu Mahallesi,,,36.3802221,33.9340220,"https://www.google.com/maps/search/?api=1&query=36.3802221,33.9340220",node/5378381022
Mersin,Mc Donals,fast_food,,,,,,,,Gazi Mustafa Kemal Bulvarı,,,36.7753396,34.5695634,"https://www.google.com/maps/search/?api=1&query=36.7753396,34.5695634",node/13472897401
Mersin,McDonald's,fast_food,burger,,,,,,,Alparslan Türkeş Bulvarı,Erdemli,Alata Mahallesi,36.6091754,34.3160005,"https://www.google.com/maps/search/?api=1&query=36.6091754,34.3160005",node/6294278255
Mersin,McDonald's,fast_food,burger,,,,,,,,,,36.7530629,34.5354453,"https://www.google.com/maps/search/?api=1&query=36.7530629,34.5354453",node/7891921959
Mersin,McDonald's,fast_food,burger,,,,,,,,,,36.8024394,34.5947242,"https://www.google.com/maps/search/?api=1&query=36.8024394,34.5947242",node/9197475117
Mersin,McDonald's,fast_food,burger,,,,,yes,,Rıfat Uslu Caddesi,Toroslar,Mustafa Kemal,36.8131909,34.5936718,"https://www.google.com/maps/search/?api=1&query=36.8131909,34.5936718",node/13714253712
Mersin,McDonald's,fast_food,burger,,,,,,,,,,36.7827521,34.5944284,"https://www.google.com/maps/search/?api=1&query=36.7827521,34.5944284",node/13769344175
Mersin,Memoş Tantuni,restaurant,,+90 324 237 20 98,memostantuni.com,,Mo-Su 09:00-20:00,,,Silifke Cad. 154/A,,,36.7891295,34.6164215,"https://www.google.com/maps/search/?api=1&query=36.7891295,34.6164215",node/9669709185
Mersin,Memoş Tantuni,fast_food,,,,,,,,,,,36.6033361,34.3064500,"https://www.google.com/maps/search/?api=1&query=36.6033361,34.3064500",node/13760594927
Mersin,Menekşe Mağarası,cafe,,,,,,,,,,,36.2780471,33.3786780,"https://www.google.com/maps/search/?api=1&query=36.2780471,33.3786780",node/10108533363
Mersin,Merkoç Dinlenme Tesisleri,restaurant,,,,,,,,,,,36.1919194,33.6123257,"https://www.google.com/maps/search/?api=1&query=36.1919194,33.6123257",node/10583258046
Mersin,Merlin,cafe,,,,,,,,,,,36.6042040,34.3159046,"https://www.google.com/maps/search/?api=1&query=36.6042040,34.3159046",node/13760594982
Mersin,Mersin Special Tantuni,restaurant,,,,,,,,Gazi Mustafa Kemal Bulvarı,Mezitli,,36.7206430,34.4889908,"https://www.google.com/maps/search/?api=1&query=36.7206430,34.4889908",node/7887751383
Mersin,Mersin Üniversitesi Kampüs Kafe,fast_food,,,,,,,,Adnan Menderes Bulvarı,Yenişehir,,36.7647876,34.5563156,"https://www.google.com/maps/search/?api=1&query=36.7647876,34.5563156",node/13247673065
Mersin,Mersin Şef Tantuni,restaurant,steak_house;grill;chicken;kebab;barbecue,,,,24/7,,,İnönü Bulvarı,,,36.3796991,33.9300408,"https://www.google.com/maps/search/?api=1&query=36.3796991,33.9300408",node/5383806723
Mersin,Metin Usta Kebap,restaurant,,,,,,,,,,,36.9322098,34.8685820,"https://www.google.com/maps/search/?api=1&query=36.9322098,34.8685820",node/4393148291
Mersin,Mezefix,fast_food,,,,,,,,,,,36.6089890,34.3147410,"https://www.google.com/maps/search/?api=1&query=36.6089890,34.3147410",node/12726496919
Mersin,Meşhur Kanatçı Haydar Usta,restaurant,,,,,,,,,,,36.5519862,34.2401964,"https://www.google.com/maps/search/?api=1&query=36.5519862,34.2401964",node/4300160503
Mersin,Mono Cafe,cafe,,,,,,,,,,,36.9157314,34.8882528,"https://www.google.com/maps/search/?api=1&query=36.9157314,34.8882528",node/4380156258
Mersin,Morötesi,cafe,,,,,,,,,,,36.9197476,34.8950750,"https://www.google.com/maps/search/?api=1&query=36.9197476,34.8950750",node/12825440301
Mersin,Moya,cafe,,,,,,,,,,,36.1876972,33.6245335,"https://www.google.com/maps/search/?api=1&query=36.1876972,33.6245335",node/9999606817
Mersin,Murat Tantuni,restaurant,,,,,,,,Silifke Caddesi,Yenişehir,Hamidiye,36.7897150,34.6169802,"https://www.google.com/maps/search/?api=1&query=36.7897150,34.6169802",node/11955095238
Mersin,Murat usta,restaurant,regional,,,,Mo-Fr 09:00-17:00,yes,no,,,,36.7953209,34.6234672,"https://www.google.com/maps/search/?api=1&query=36.7953209,34.6234672",node/9661648269
Mersin,Müze Beach Cafe,cafe,,,,,,,,,,,36.4636017,34.1492306,"https://www.google.com/maps/search/?api=1&query=36.4636017,34.1492306",node/9311018765
Mersin,Müze'nin Kahvesi,cafe,,,,,,,,,,,36.4519079,34.1061691,"https://www.google.com/maps/search/?api=1&query=36.4519079,34.1061691",node/5747648089
Mersin,Müze'nin Kahvesi,cafe,,,,,,,,,,,36.4630106,34.1482704,"https://www.google.com/maps/search/?api=1&query=36.4630106,34.1482704",node/9311018767
Mersin,Narlibahçe,restaurant,turkish,,,,,,,,,,36.4816635,34.1734453,"https://www.google.com/maps/search/?api=1&query=36.4816635,34.1734453",node/12618579202
Mersin,narlıkuyu lagos restorant yörük aponun yeri,restaurant,fish,,,,,,,,,,36.4440312,34.1139227,"https://www.google.com/maps/search/?api=1&query=36.4440312,34.1139227",node/2000555637
Mersin,Navizadè,bar,,,,,,,,,,,36.7616676,34.5527268,"https://www.google.com/maps/search/?api=1&query=36.7616676,34.5527268",node/4582447492
Mersin,Necmi Göçtü Restorant,restaurant,,,,,,,,Adnan Menderes Bulvarı,Mezitli,,36.7604037,34.5509125,"https://www.google.com/maps/search/?api=1&query=36.7604037,34.5509125",node/5410572321
Mersin,Nergizli Tesisleri Pirzolacı Ferhat,restaurant,steak_house;chicken;salad;breakfast;barbecue;regional,+90 538 792 30 30,https://nergizlitesisleri.com,,08:30-23:30,,,Nurkak 40/5,Toroslar,Aladağ,36.9306880,34.5016683,"https://www.google.com/maps/search/?api=1&query=36.9306880,34.5016683",node/13097142172
Mersin,Next Republic Mersin,restaurant,,,http://nextrepublic.com.tr,,,,,,Yenişehir,,36.7817027,34.6080748,"https://www.google.com/maps/search/?api=1&query=36.7817027,34.6080748",node/10264986463
Mersin,Nisa Patiseri,cafe,tea;cake;donut;coffee_shop,,,,Mo-Su 08:00-18:00,,,Taşköprü,,,36.3775504,33.9259035,"https://www.google.com/maps/search/?api=1&query=36.3775504,33.9259035",node/5383794125
Mersin,North Sea Irish Pub,bar,,,,,,,,,Yenişehir,,36.7815738,34.6078468,"https://www.google.com/maps/search/?api=1&query=36.7815738,34.6078468",node/10264986462
Mersin,Noww Croissants & Coffee Anamur,cafe,international,,,,Mo-Su 09:00-00:00,,wlan,Güzelyurt Mah. 19,,,36.0704519,32.8353229,"https://www.google.com/maps/search/?api=1&query=36.0704519,32.8353229",node/10313186209
Mersin,Ohannes Burger Silifke,fast_food,burger,+90 545 479 88 28,https://ohannesburger.com/menu,,,,,"Göksu, Abdi İpekçi Cd. No:25/A, 33960 Silifke/Mersin",,,36.3793939,33.9308921,"https://www.google.com/maps/search/?api=1&query=36.3793939,33.9308921",node/12234901918
Mersin,Olabi Kahvesi,cafe,,,,,Mo-Su 08:00-00:00,,,Gazi Mustafa Kemal BLV. 496,,,36.7762740,34.5721056,"https://www.google.com/maps/search/?api=1&query=36.7762740,34.5721056",node/8621479686
Mersin,Orange bean Coffee,cafe,coffee_shop,,,,Mo-Su 08:00-22:00,yes,wlan,Ekim Cd karakaya 29,,,36.0750967,32.8375582,"https://www.google.com/maps/search/?api=1&query=36.0750967,32.8375582",node/10578743055
Mersin,Oses Çiğköfte,fast_food,,,https://www.oses.com.tr/,,,,,,,,36.8106514,34.5989366,"https://www.google.com/maps/search/?api=1&query=36.8106514,34.5989366",node/9796463433
Mersin,Otto,restaurant,,,ottobrosburgercafe.com,,Mo-Su 11:30-00:00,,,Adnan menderes bulvarı 178,,,36.7731655,34.5701476,"https://www.google.com/maps/search/?api=1&query=36.7731655,34.5701476",node/8618109710
Mersin,Otto Bros Burger & More Soli,fast_food,burger,,,,,,,,,,36.7335981,34.5169019,"https://www.google.com/maps/search/?api=1&query=36.7335981,34.5169019",node/13991982532
Mersin,Ozkan Tantuni,restaurant,,,,,,,,,,,36.7972598,34.6292531,"https://www.google.com/maps/search/?api=1&query=36.7972598,34.6292531",node/3050729868
Mersin,Pamuk Ekmek & Döner,cafe,,,,,,,,Gençlik Caddesi 14BC,Erdemli,Alata Mahallesi,36.6088428,34.3173182,"https://www.google.com/maps/search/?api=1&query=36.6088428,34.3173182",node/12079098131
Mersin,Panayır Kafe,fast_food,,,,,,,,Kültür Parkı,,,36.7657975,34.5577050,"https://www.google.com/maps/search/?api=1&query=36.7657975,34.5577050",way/1443684072
Mersin,Panoroma Seyir Cafe & Restaurant,fast_food,,,,,,,,,,,36.8640350,34.5687442,"https://www.google.com/maps/search/?api=1&query=36.8640350,34.5687442",node/11038769188
Mersin,Papatya Cafe,cafe,,,,,,,,,,,36.7850478,34.6022235,"https://www.google.com/maps/search/?api=1&query=36.7850478,34.6022235",node/7899618263
Mersin,Park Bereket Lahmacun Fırını,fast_food,,+90 537 280 5738,,,,,,Hal Caddesi,Erdemli,Merkez Mahallesi,36.6106948,34.3099674,"https://www.google.com/maps/search/?api=1&query=36.6106948,34.3099674",node/12737792190
Mersin,Park Point,cafe,international;mediterranean;turkish,,http://parkpointcafe.com,,Mo-Su 09:00-00:00,yes,wlan,Yeşilyurt Mah. 401,,,36.0748978,32.8306248,"https://www.google.com/maps/search/?api=1&query=36.0748978,32.8306248",node/10313136209
Mersin,Pastane,cafe,,,,,,,,,,,36.3814013,34.0298011,"https://www.google.com/maps/search/?api=1&query=36.3814013,34.0298011",node/6786219988
Mersin,Pavurya balık restoran türkü evi,restaurant,fish;seafood,,,,,,,Göksu Cd.,,,36.3782608,33.9262745,"https://www.google.com/maps/search/?api=1&query=36.3782608,33.9262745",node/6510941692
Mersin,Paşafırını Taşucu,cafe,,,,,,,,,,,36.3179557,33.8789826,"https://www.google.com/maps/search/?api=1&query=36.3179557,33.8789826",node/12714643989
Mersin,Paşafırını Taşucu,cafe,,,,,,,,,,Taşucu,36.3178852,33.8789258,"https://www.google.com/maps/search/?api=1&query=36.3178852,33.8789258",node/12714643990
Mersin,Petek,restaurant,,,,,,,,,,,36.3181817,33.8786930,"https://www.google.com/maps/search/?api=1&query=36.3181817,33.8786930",node/4524939897
Mersin,Petek Pastanesi,cafe,cake;turkish;ice_cream;local,,,,Mo-Su 08:00-19:00,,wlan,İnönü Bulvarı,,,36.3757683,33.9333696,"https://www.google.com/maps/search/?api=1&query=36.3757683,33.9333696",node/5313815428
Mersin,Petunya Restaurant,restaurant,,,,,,,,,,,36.7049448,34.3732082,"https://www.google.com/maps/search/?api=1&query=36.7049448,34.3732082",node/14026690301
Mersin,Platin Cafe & Restaurant,restaurant,,,,,,,,,,,36.9248078,34.8621968,"https://www.google.com/maps/search/?api=1&query=36.9248078,34.8621968",way/440715786
Mersin,Popeyes,fast_food,chicken,,,,,,,,,,36.8025478,34.5951372,"https://www.google.com/maps/search/?api=1&query=36.8025478,34.5951372",node/9197475118
Mersin,Popeyes,fast_food,chicken,,,,,,,Adnan Menderes Bulvarı,Mezitli,,36.7631858,34.5542823,"https://www.google.com/maps/search/?api=1&query=36.7631858,34.5542823",node/13247691053
Mersin,Popeyes,fast_food,chicken,,,,,,,Sayapark AVM,Yenişehir,,36.7681044,34.5532418,"https://www.google.com/maps/search/?api=1&query=36.7681044,34.5532418",node/13421135852
Mersin,Rabono Art Coffee,cafe,waffle,,,,,,yes,65 Sokak 8c,Silifke,Göksu Mahallesi,36.3797096,33.9300870,"https://www.google.com/maps/search/?api=1&query=36.3797096,33.9300870",node/12658239143
Mersin,Rain go,cafe,,,,,Mo-Sa 08:00-19:00,,,"Aydınlıkevler, Dumlupınar Cd. 5",,,36.7812902,34.5875501,"https://www.google.com/maps/search/?api=1&query=36.7812902,34.5875501",node/8622095657
Mersin,Ramo Döner,fast_food,kebab,,,,,,,İstiklal Caddesi,Akdeniz,,36.7997368,34.6292625,"https://www.google.com/maps/search/?api=1&query=36.7997368,34.6292625",node/11309129067
Mersin,Rastlantı boutique cafe restorant,restaurant,,,,,,,,,,,36.7834985,34.6079922,"https://www.google.com/maps/search/?api=1&query=36.7834985,34.6079922",node/9757388103
Mersin,Refik Tantuni,fast_food,,,,,,,,,,,36.8013999,34.6091198,"https://www.google.com/maps/search/?api=1&query=36.8013999,34.6091198",node/6292899769
Mersin,Rest mersin,restaurant,,,,,,,,,,,36.7992014,34.6279856,"https://www.google.com/maps/search/?api=1&query=36.7992014,34.6279856",node/11114844707
Mersin,Rey-Nas Döner,fast_food,,,,,,,,117. Cadde,Akdeniz,Üçocak Mahallesi,36.8078950,34.6361819,"https://www.google.com/maps/search/?api=1&query=36.8078950,34.6361819",node/13115361402
Mersin,Roka balık,restaurant,,,,,,,,,,,36.7349835,34.5215340,"https://www.google.com/maps/search/?api=1&query=36.7349835,34.5215340",node/4297347693
Mersin,Rolik sushi Mersin,restaurant,japanese,+90 505 533 52 33,https://mersin.roliksushi.com/,,Su-Sa 12:00-21:45,,,İstiklal Caddesi 19,,,36.8011449,34.6319964,"https://www.google.com/maps/search/?api=1&query=36.8011449,34.6319964",node/11932745191
Mersin,Rollin' Bar,bar,,,,,,,,,,,36.3184181,33.8874206,"https://www.google.com/maps/search/?api=1&query=36.3184181,33.8874206",node/11394245769
Mersin,Romaşka Coffee Point,cafe,,,,,,,,49228. Sokak,Mezitli,Deniz,36.7007481,34.4559194,"https://www.google.com/maps/search/?api=1&query=36.7007481,34.4559194",node/13313096013
