mekan_id,il,mekan_ad,adres,yazar,lisans,kaynak_bag
node/5014570422,01,Adana Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Adana_Museum_Complex_entrance.png/1280px-Adana_Museum_Complex_entrance.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Basak,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Adana_Museum_Complex_entrance.png
relation/15552863,02,Adıyaman Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Museum_Ad%C4%B1yaman_Au%C3%9Fenansicht.jpg/1280px-Museum_Ad%C4%B1yaman_Au%C3%9Fenansicht.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Ingeborg Simon,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Museum_Ad%C4%B1yaman_Au%C3%9Fenansicht.jpg
way/310906811,03,Zafer Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/VictoryMuseumAfyonkarahsar.JPG/1280px-VictoryMuseumAfyonkarahsar.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CeeGee,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:VictoryMuseumAfyonkarahsar.JPG
way/1370713107,03,Afyonkarahisar Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Museum_Afyonkarahisar_01.jpg/1280px-Museum_Afyonkarahisar_01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Ingeborg Simon,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Museum_Afyonkarahisar_01.jpg
way/183310100,09,Milet Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Miletus_Museum%2C_Turkey_%2853331495269%29.jpg/1280px-Miletus_Museum%2C_Turkey_%2853331495269%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"Carole Raddato from FRANKFURT, Germany",CC BY-SA 2.0,"https://commons.wikimedia.org/wiki/File:Miletus_Museum,_Turkey_(53331495269).jpg"
way/517638951,09,Aydın Arkeoloji Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Ayd%C4%B1nArchaeologicalMuseum_%281%29.JPG/1280px-Ayd%C4%B1nArchaeologicalMuseum_%281%29.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CeeGee,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Ayd%C4%B1nArchaeologicalMuseum_(1).JPG
way/232389727,10,Balıkesir Kuvâ-yi Milliye Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Bal%C4%B1kesir_Museum.JPG/1280px-Bal%C4%B1kesir_Museum.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Ollios,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Bal%C4%B1kesir_Museum.JPG
way/547814870,10,Kuvayi Milliye Kültür Müzesi,https://upload.wikimedia.org/wikipedia/commons/0/0f/Burhaniye_KuvayiMilliye_M%C3%BCzesi.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Sabri76,Public domain,https://commons.wikimedia.org/wiki/File:Burhaniye_KuvayiMilliye_M%C3%BCzesi.jpg
way/1111718273,10,Bandırma Arkeoloji Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Band%C4%B1rma_M%C3%BCzesi%27nde_bir_lahit.jpg/1280px-Band%C4%B1rma_M%C3%BCzesi%27nde_bir_lahit.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Kırmızı,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Band%C4%B1rma_M%C3%BCzesi%27nde_bir_lahit.jpg
way/396743449,11,Söğüt Ertuğrul Gazi Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Ertu%C4%9Frul_Gazi_M%C3%BCzesi.JPG/1280px-Ertu%C4%9Frul_Gazi_M%C3%BCzesi.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Maderibeyza,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Ertu%C4%9Frul_Gazi_M%C3%BCzesi.JPG
way/598840585,14,Bolu İl Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/TR_Bolu_asv2021-10_img14_Bolu_Museum.jpg/1280px-TR_Bolu_asv2021-10_img14_Bolu_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,A.Savin,FAL,https://commons.wikimedia.org/wiki/File:TR_Bolu_asv2021-10_img14_Bolu_Museum.jpg
way/1195605141,15,Burdur Muzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Museum_Burdur_01.jpg/1280px-Museum_Burdur_01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Ingeborg Simon,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Museum_Burdur_01.jpg
node/1786760093,16,Bursa Kent Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/ESK%C4%B0_ADL%C4%B0YE_-%C5%9EEH%C4%B0R_MUZES%C4%B0_-_panoramio.jpg/1280px-ESK%C4%B0_ADL%C4%B0YE_-%C5%9EEH%C4%B0R_MUZES%C4%B0_-_panoramio.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,HALUK COMERTEL,CC BY 3.0,https://commons.wikimedia.org/wiki/File:ESK%C4%B0_ADL%C4%B0YE_-%C5%9EEH%C4%B0R_MUZES%C4%B0_-_panoramio.jpg
node/2794515662,16,Atatürk Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Bursa_Atat%C3%BCrk_M%C3%BCzesi.JPG/1280px-Bursa_Atat%C3%BCrk_M%C3%BCzesi.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Ollios,CC BY 3.0,https://commons.wikimedia.org/wiki/File:Bursa_Atat%C3%BCrk_M%C3%BCzesi.JPG
node/2794515664,16,Bursa Arkeoloji Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Bursa_Arkeoloji_M%C3%BCzesi_%283%29.jpg/1280px-Bursa_Arkeoloji_M%C3%BCzesi_%283%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Canercangul,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Bursa_Arkeoloji_M%C3%BCzesi_(3).jpg
way/167271445,16,Tayyare Kültür Merkezi,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Tayyare_K%C3%BClt%C3%BCr_Merkezi_Bursa_2023.jpg/1280px-Tayyare_K%C3%BClt%C3%BCr_Merkezi_Bursa_2023.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Basak,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Tayyare_K%C3%BClt%C3%BCr_Merkezi_Bursa_2023.jpg
way/463271712,16,Mudanya Mütareke Evi,https://upload.wikimedia.org/wikipedia/commons/b/b1/MudanyaM%C3%BCtareke2016.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Udoweier,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:MudanyaM%C3%BCtareke2016.jpg
way/1148944018,16,Panorama 1326,https://upload.wikimedia.org/wikipedia/commons/thumb/5/53/Bursa_Panorama_1326_Bursa_Conquest_Museum_2018_0039.jpg/1280px-Bursa_Panorama_1326_Bursa_Conquest_Museum_2018_0039.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Dosseman,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Bursa_Panorama_1326_Bursa_Conquest_Museum_2018_0039.jpg
way/1271253817,16,İznik Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/%C4%B0znik_M%C3%BCzesi_20231030.jpg/1280px-%C4%B0znik_M%C3%BCzesi_20231030.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Basak,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:%C4%B0znik_M%C3%BCzesi_20231030.jpg
way/478361435,17,Smintheion,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Smintheion_2025-08-30_16-18-29.jpg/1280px-Smintheion_2025-08-30_16-18-29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Özgür Arda BAYRAM,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Smintheion_2025-08-30_16-18-29.jpg
way/1033194996,17,Troya Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Museum_of_Troy_%2853022400001%29.jpg/1280px-Museum_of_Troy_%2853022400001%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"Troya Müzesi from Çanakkale, Türkiye",CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:Museum_of_Troy_(53022400001).jpg
way/303662236,18,Çankırı Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/%C3%87ank%C4%B1r%C4%B1_M%C3%BCzesi.jpg/1280px-%C3%87ank%C4%B1r%C4%B1_M%C3%BCzesi.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Cobija,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:%C3%87ank%C4%B1r%C4%B1_M%C3%BCzesi.jpg
node/1461173905,19,Alacahöyük Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Alacah%C3%B6y%C3%BCk_Museum_01.jpg/1280px-Alacah%C3%B6y%C3%BCk_Museum_01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Ingeborg Simon,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Alacah%C3%B6y%C3%BCk_Museum_01.jpg
way/100647354,19,Çorum Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/CorumMuseum1.jpg/1280px-CorumMuseum1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Klaus-Peter Simon,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:CorumMuseum1.jpg
node/6898284690,21,Gazi Köşkü,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/Gazi_Pavillion.jpg/1280px-Gazi_Pavillion.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Cemallamec,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Gazi_Pavillion.jpg
node/8250864317,21,Cahit Sıtkı Tarancı Müzesi,https://upload.wikimedia.org/wikipedia/commons/5/5f/Cahit_S%C4%B1tk%C4%B1_Taranc%C4%B1_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,User:Hedda Gabler (usurped),CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Cahit_S%C4%B1tk%C4%B1_Taranc%C4%B1_Museum.jpg
node/8836322687,21,Arkeoloji Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Diyarbak%C4%B1rArkeolojiM%C3%BCzesi3.jpg/1280px-Diyarbak%C4%B1rArkeolojiM%C3%BCzesi3.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Chansey,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Diyarbak%C4%B1rArkeolojiM%C3%BCzesi3.jpg
node/2181137651,22,Edirne Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Gravestones-and-museum-at-Selimiye-Mosque.jpg/1280px-Gravestones-and-museum-at-Selimiye-Mosque.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Edal Anton Lefterov,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Gravestones-and-museum-at-Selimiye-Mosque.jpg
node/11716355894,22,Sultan II.Beyazıd Külliyesi ve Sağlık Müzesi,https://upload.wikimedia.org/wikipedia/commons/f/ff/Edirne_7349_Nevit.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Nevit Dilmen,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Edirne_7349_Nevit.JPG
way/745995507,22,İlhan Koman Resim ve Heykel Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Karaa%C4%9Fa%C3%A7_Tren_%C4%B0stasyonu%2C_Trakya_%C3%9Cniversitesi_Karaa%C4%9Fa%C3%A7_Yerle%C5%9Fkesi_2015-1.jpg/1280px-Karaa%C4%9Fa%C3%A7_Tren_%C4%B0stasyonu%2C_Trakya_%C3%9Cniversitesi_Karaa%C4%9Fa%C3%A7_Yerle%C5%9Fkesi_2015-1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Hamdigumus,CC0,"https://commons.wikimedia.org/wiki/File:Karaa%C4%9Fa%C3%A7_Tren_%C4%B0stasyonu,_Trakya_%C3%9Cniversitesi_Karaa%C4%9Fa%C3%A7_Yerle%C5%9Fkesi_2015-1.jpg"
way/1042989946,25,Yakutiye Medresesi,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Erzurum%2C_madrasa_yakutiye%2C_1310%2C_esterno_01.jpg/1280px-Erzurum%2C_madrasa_yakutiye%2C_1310%2C_esterno_01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Francesco Bini,CC BY-SA 4.0,"https://commons.wikimedia.org/wiki/File:Erzurum,_madrasa_yakutiye,_1310,_esterno_01.jpg"
way/1112955574,25,Erzurum Muzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Eruzum_Arkeoloji_M%C3%BCzesi_-_Archaeological_Museum_of_Erzurum_01.jpg/1280px-Eruzum_Arkeoloji_M%C3%BCzesi_-_Archaeological_Museum_of_Erzurum_01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Zeynel Cebeci,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Eruzum_Arkeoloji_M%C3%BCzesi_-_Archaeological_Museum_of_Erzurum_01.jpg
node/2397678980,26,Çağdaş Cam Sanatları Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Camsanatlarimuzesi.jpg/1280px-Camsanatlarimuzesi.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Honacan at Turkish Wikipedia,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Camsanatlarimuzesi.jpg
node/5249905624,26,Kurtuluş Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/6/62/Eski%C5%9Fehir_Museum_of_Independence_building.jpg/1280px-Eski%C5%9Fehir_Museum_of_Independence_building.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Nedim Ardoğa,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Eski%C5%9Fehir_Museum_of_Independence_building.jpg
way/607133244,26,Eskişehir Hayvanat Bahçesi,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Eskisehir_hayvanat_bahcesi.JPG/1280px-Eskisehir_hayvanat_bahcesi.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Honacan,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Eskisehir_hayvanat_bahcesi.JPG
way/1061164226,26,Hamam Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Eski%C5%9Fehir_Hamam%C4%B1_M%C3%BCzesi.jpg/1280px-Eski%C5%9Fehir_Hamam%C4%B1_M%C3%BCzesi.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Ozlmktv,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Eski%C5%9Fehir_Hamam%C4%B1_M%C3%BCzesi.jpg
way/174944218,27,Yesemek Açıkhava Heykel Atölyesi,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/YesemekStreitwagen.jpg/1280px-YesemekStreitwagen.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Klaus-Peter Simon,CC BY 3.0,https://commons.wikimedia.org/wiki/File:YesemekStreitwagen.jpg
way/322631331,27,Zeugma Mozaik Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Zeugma_museum.jpg/1280px-Zeugma_museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,atomsaskal,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Zeugma_museum.jpg
way/348176970,27,Gaziantep Hayvanat Bahçesi,https://upload.wikimedia.org/wikipedia/commons/b/b0/Gaziantep_zoo.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Kanliercan,CC0,https://commons.wikimedia.org/wiki/File:Gaziantep_zoo.jpg
way/1047087214,27,Gaziantep Oyun ve Oyuncak Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Gaziantep_Toy_Museum_Building_in_2014_2883.jpg/1280px-Gaziantep_Toy_Museum_Building_in_2014_2883.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Dosseman,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Gaziantep_Toy_Museum_Building_in_2014_2883.jpg
way/1146112786,27,Gaziantep Atatürk Anı Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Gaziantep_Atat%C3%BCrk_M%C3%BCzesi_2878.jpg/1280px-Gaziantep_Atat%C3%BCrk_M%C3%BCzesi_2878.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Dosseman,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Gaziantep_Atat%C3%BCrk_M%C3%BCzesi_2878.jpg
relation/8263842,27,Hamam Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Gaziantep_Hamam_museum_4482.jpg/1280px-Gaziantep_Hamam_museum_4482.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Dosseman,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Gaziantep_Hamam_museum_4482.jpg
way/1218266237,32,Yalvaç Müzesi,https://upload.wikimedia.org/wikipedia/commons/3/31/Yalva%C3%A7_M%C3%BCzesi.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Maderibeyza at Turkish Wikipedia,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Yalva%C3%A7_M%C3%BCzesi.jpg
node/1926010966,33,Silifke Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Silifke_Museum.JPG/1280px-Silifke_Museum.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Nedim Ardoğa,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Silifke_Museum.JPG
node/8315417318,33,Kent Tarihi Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Mersin_Urban_History_Museum_II%2C_Turkey.jpg/1280px-Mersin_Urban_History_Museum_II%2C_Turkey.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Nedim Ardoğa,CC BY-SA 4.0,"https://commons.wikimedia.org/wiki/File:Mersin_Urban_History_Museum_II,_Turkey.jpg"
node/13202607298,33,Taşucu Aslan Eyce Amfora Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Arslan_Eyce_%C3%96zel_Amphora_M%C3%BCzesi.jpg/1280px-Arslan_Eyce_%C3%96zel_Amphora_M%C3%BCzesi.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Cobija,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Arslan_Eyce_%C3%96zel_Amphora_M%C3%BCzesi.jpg
way/309924610,33,Mersin Kongre ve Sergi Sarayı,https://upload.wikimedia.org/wikipedia/commons/1/10/Mersin_Congress_and_Exhibition_Center.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Nedim Ardoğa,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Mersin_Congress_and_Exhibition_Center.jpg
way/830804707,33,Mersin Arkeoloji Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/Mersin_Archaeological_Museum.jpg/1280px-Mersin_Archaeological_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Nedim Ardoğa,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Mersin_Archaeological_Museum.jpg
way/830804708,33,Mersin Deniz Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Mersin_Naval_Museum%2C_Turkey.jpg/1280px-Mersin_Naval_Museum%2C_Turkey.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Nedim Ardoğa,CC BY-SA 3.0,"https://commons.wikimedia.org/wiki/File:Mersin_Naval_Museum,_Turkey.jpg"
way/1005778353,33,Narlıkuyu Mozaik Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Narl%C4%B1kuyu_Mozaik_M%C3%BCzesi.jpg/1280px-Narl%C4%B1kuyu_Mozaik_M%C3%BCzesi.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Cobija,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Narl%C4%B1kuyu_Mozaik_M%C3%BCzesi.jpg
relation/5311706,33,Tarsus Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Tarsus75thAnniversaryCulturalCenter_%282%29.JPG/1280px-Tarsus75thAnniversaryCulturalCenter_%282%29.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CeeGee,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Tarsus75thAnniversaryCulturalCenter_(2).JPG
node/554083364,34,Sabancı Üniversitesi Sakıp Sabancı Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Dali-at-Sabanci-museum.jpg/1280px-Dali-at-Sabanci-museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Edal Anton Lefterov,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Dali-at-Sabanci-museum.jpg
node/1346157990,34,Askerî Müze,https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Askeri_M%C3%BCze_970.jpg/1280px-Askeri_M%C3%BCze_970.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,RHaworth,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Askeri_M%C3%BCze_970.jpg
node/1352425761,34,Miniatürk Açıkhava Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Mardin_stone_houses_02148.jpg/1280px-Mardin_stone_houses_02148.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Nevit Dilmen,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Mardin_stone_houses_02148.jpg
node/2472730735,34,Binbirdirek Sarnıcı,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Cistern_of_Philoxenos.JPG/1280px-Cistern_of_Philoxenos.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Bollweevil,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Cistern_of_Philoxenos.JPG
node/3194787808,34,Ismet Baba,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/%C4%B0smet_Baba_Bal%C4%B1k_Restaurant_giri%C5%9Fi.jpg/1280px-%C4%B0smet_Baba_Bal%C4%B1k_Restaurant_giri%C5%9Fi.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Oxorca,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:%C4%B0smet_Baba_Bal%C4%B1k_Restaurant_giri%C5%9Fi.jpg
node/3254468506,34,Adam Mickiewicz Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Mus%C3%A9e_Adam_Mickiewicz_%C3%A0_Istanbul.jpg/1280px-Mus%C3%A9e_Adam_Mickiewicz_%C3%A0_Istanbul.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Henri Musielak,CC BY 3.0,https://commons.wikimedia.org/wiki/File:Mus%C3%A9e_Adam_Mickiewicz_%C3%A0_Istanbul.jpg
node/3279398393,34,Masumiyet Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/The_Museum_of_Innocence.jpg/1280px-The_Museum_of_Innocence.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Fuzheado (talk),CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:The_Museum_of_Innocence.jpg
node/3386270532,34,Galatasaray Müzesi,https://upload.wikimedia.org/wikipedia/commons/e/ec/Galatasaray_Museum.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Sultaniman (talk),Public domain,https://commons.wikimedia.org/wiki/File:Galatasaray_Museum.JPG
node/4095829232,34,Savoy,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Savoy_Pastanesi.jpg/1280px-Savoy_Pastanesi.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Vano111ru,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Savoy_Pastanesi.jpg
node/4833359922,34,Baba Sahne,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Baba_Sahne_20220619_%28cropped%29.jpg/1280px-Baba_Sahne_20220619_%28cropped%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Basak,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Baba_Sahne_20220619_(cropped).jpg
node/4889959434,34,Dogançay Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Dogancay_Museum.JPG/1280px-Dogancay_Museum.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,TurkArtWriting,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Dogancay_Museum.JPG
node/5081442512,34,Rezan Has Museum,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/ESERLER.jpg/1280px-ESERLER.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CanKhas0,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:ESERLER.jpg
node/5108828680,34,İstanbul Demiryolu Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Istanbul_asv2020-02_img12_Sirkeci_Terminal.jpg/1280px-Istanbul_asv2020-02_img12_Sirkeci_Terminal.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,A.Savin,FAL,https://commons.wikimedia.org/wiki/File:Istanbul_asv2020-02_img12_Sirkeci_Terminal.jpg
