mekan_id,il,mekan_ad,adres,yazar,lisans,kaynak_bag
node/5112732265,34,Beyazıt Türk Hamam Kültürü Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Beyazit_hammam_DSCF6006.jpg/1280px-Beyazit_hammam_DSCF6006.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,R Prazeres,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Beyazit_hammam_DSCF6006.jpg
node/5113500256,34,Türk ve İslam Eserleri Müzesi,https://upload.wikimedia.org/wikipedia/commons/c/c0/Turkish_and_Islamic_Arts_Museum_01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Chapultepec,Public domain,https://commons.wikimedia.org/wiki/File:Turkish_and_Islamic_Arts_Museum_01.jpg
node/5113620695,34,İslam bilim ve teknoloji tarihi müzesi,https://upload.wikimedia.org/wikipedia/commons/9/9a/Istanbul_Museum_of_The_History_of_Science_and_Technology_in_Islam.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Tom Worthington,CC BY 3.0,https://commons.wikimedia.org/wiki/File:Istanbul_Museum_of_The_History_of_Science_and_Technology_in_Islam.jpg
node/5209904925,34,Abdulmecit Efendi Köşkü,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Abd%C3%BClmecid_Efendi_K%C3%B6%C5%9Fk%C3%BC%2C_20231019.jpg/1280px-Abd%C3%BClmecid_Efendi_K%C3%B6%C5%9Fk%C3%BC%2C_20231019.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Basak,CC BY-SA 4.0,"https://commons.wikimedia.org/wiki/File:Abd%C3%BClmecid_Efendi_K%C3%B6%C5%9Fk%C3%BC,_20231019.jpg"
node/5244807623,34,Türkiye Gazeteciler Cemiyeti Basın Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/TGCPressMediaMuseum.JPG/1280px-TGCPressMediaMuseum.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CeeGee,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:TGCPressMediaMuseum.JPG
node/5506396363,34,500. Yıl Vakfı Türk Musevileri Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Zulfaris_synagogue_jewish_museum_istanbul.jpg/1280px-Zulfaris_synagogue_jewish_museum_istanbul.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Yusuf Pinhas,Public domain,https://commons.wikimedia.org/wiki/File:Zulfaris_synagogue_jewish_museum_istanbul.jpg
node/5640069827,34,İstanbul Modern Sanat Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Outside_view_of_the_Istanbul_Modern%2C_2022.jpg/1280px-Outside_view_of_the_Istanbul_Modern%2C_2022.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,vlyalcin,CC BY-SA 4.0,"https://commons.wikimedia.org/wiki/File:Outside_view_of_the_Istanbul_Modern,_2022.jpg"
node/5665713222,34,Atlas,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Atlas_Sinemas%C4%B1%2C_%C4%B0stanbul_Sinema_M%C3%BCzesi.jpg/1280px-Atlas_Sinemas%C4%B1%2C_%C4%B0stanbul_Sinema_M%C3%BCzesi.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Basak,CC0,"https://commons.wikimedia.org/wiki/File:Atlas_Sinemas%C4%B1,_%C4%B0stanbul_Sinema_M%C3%BCzesi.jpg"
node/6180706492,34,Saray Koleksiyonları Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Istanbul_saray_koleksiyonlar%C4%B1_m%C3%BCzesi.jpg/1280px-Istanbul_saray_koleksiyonlar%C4%B1_m%C3%BCzesi.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Melike Oncu,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Istanbul_saray_koleksiyonlar%C4%B1_m%C3%BCzesi.jpg
node/6314755085,34,Bülent Ecevit Kültür Merkezi,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/%C4%B0BB_B%C3%BClent_Ecevit_K%C3%BClt%C3%BCr_Merkezi.jpg/1280px-%C4%B0BB_B%C3%BClent_Ecevit_K%C3%BClt%C3%BCr_Merkezi.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,aachim3,CC BY 3.0,https://commons.wikimedia.org/wiki/File:%C4%B0BB_B%C3%BClent_Ecevit_K%C3%BClt%C3%BCr_Merkezi.jpg
node/6525497699,34,Oyun Atölyesi,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Oyun_At%C3%B6lyesi.jpg/1280px-Oyun_At%C3%B6lyesi.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Vano111ru,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Oyun_At%C3%B6lyesi.jpg
node/9217099231,34,İstanbul Üniversitesi Rıdvan Çelikel Arkeoloji Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/%C4%B0stanbul_%C3%9Cniversitesi_R%C4%B1dvan_%C3%87elikel_Arkeoloji_M%C3%BCzesi.jpg/1280px-%C4%B0stanbul_%C3%9Cniversitesi_R%C4%B1dvan_%C3%87elikel_Arkeoloji_M%C3%BCzesi.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Fatih Demirci,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:%C4%B0stanbul_%C3%9Cniversitesi_R%C4%B1dvan_%C3%87elikel_Arkeoloji_M%C3%BCzesi.jpg
node/9698150917,34,ARTER,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Arter_Dolapdere.jpg/1280px-Arter_Dolapdere.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Flufoto,CC BY 4.0,https://commons.wikimedia.org/wiki/File:Arter_Dolapdere.jpg
node/9967219116,34,Sait Faik Abasıyanık Museum,https://upload.wikimedia.org/wikipedia/commons/4/49/Sait_faik_burgazada.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Guzelonlu,CC BY 3.0,https://commons.wikimedia.org/wiki/File:Sait_faik_burgazada.jpg
node/9967223417,34,İsmet İnönü House Museum,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Adalar_6949.jpg/1280px-Adalar_6949.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,User:Darwinek,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Adalar_6949.jpg
node/10284696709,34,Topkapi Sarayı,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Topkapi_Palace_Seen_From_Harem.JPG/1280px-Topkapi_Palace_Seen_From_Harem.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Bjørn Christian Tørrissen,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Topkapi_Palace_Seen_From_Harem.JPG
node/11985288314,34,Ara Güler Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Ara_G%C3%BCler_Museum.jpg/1280px-Ara_G%C3%BCler_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Vano111ru,CC BY 4.0,https://commons.wikimedia.org/wiki/File:Ara_G%C3%BCler_Museum.jpg
node/12395478630,34,İstanbul Robot Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Robotmuseum.jpg/1280px-Robotmuseum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Cemalika,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Robotmuseum.jpg
way/24533505,34,Orhan Kemal Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/OrhanKemalMuseum_%283%29.JPG/1280px-OrhanKemalMuseum_%283%29.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CeeGee,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:OrhanKemalMuseum_(3).JPG
way/48733129,34,Maslak Kasrı,https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Maslak_Kasr%C4%B1.jpg/1280px-Maslak_Kasr%C4%B1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,KalafatElif,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Maslak_Kasr%C4%B1.jpg
way/59595670,34,Cemal Reşit Rey Konser Salonu,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Cemal_Re%C5%9Fit_Rey_Concert_Hall_02.jpg/1280px-Cemal_Re%C5%9Fit_Rey_Concert_Hall_02.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CeeGee,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Cemal_Re%C5%9Fit_Rey_Concert_Hall_02.jpg
way/59595672,34,Harbiye Muhsin Ertuğrul Tiyatrosu,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Harbiye_Muhsin_Ertu%C4%9Frul_Stage.JPG/1280px-Harbiye_Muhsin_Ertu%C4%9Frul_Stage.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CeeGee,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Harbiye_Muhsin_Ertu%C4%9Frul_Stage.JPG
way/61736367,34,Beylerbeyi Sarayı,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Bosfor_B17-35.jpg/1280px-Bosfor_B17-35.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,User:Roweromaniak,CC BY-SA 2.5,https://commons.wikimedia.org/wiki/File:Bosfor_B17-35.jpg
way/102190100,34,Haldun Taner Sahnesi,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/H%C3%A2ldun_Taner_Sahnesi.JPG/1280px-H%C3%A2ldun_Taner_Sahnesi.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Ail Subway,CC BY 3.0,https://commons.wikimedia.org/wiki/File:H%C3%A2ldun_Taner_Sahnesi.JPG
way/103339339,34,Çinili Köşk,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Museum_of_Islamic_Art_%28Tiled_Kiosk%29._Istanbul_Archaeology_Museums%2C_Turkey.jpg/1280px-Museum_of_Islamic_Art_%28Tiled_Kiosk%29._Istanbul_Archaeology_Museums%2C_Turkey.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Osama Shukir Muhammed Amin FRCP(Glasg),CC BY-SA 4.0,"https://commons.wikimedia.org/wiki/File:Museum_of_Islamic_Art_(Tiled_Kiosk)._Istanbul_Archaeology_Museums,_Turkey.jpg"
way/103339340,34,Eski Şark Eserleri Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/%C4%B0stanbul_-_Sanayi-i_Nefise_Mektebi_%28Mimar_Sinan_G%C3%BCzel_Sanatlar_%C3%9Cniversitesi%29_r2_-_Mart_2013.JPG/1280px-%C4%B0stanbul_-_Sanayi-i_Nefise_Mektebi_%28Mimar_Sinan_G%C3%BCzel_Sanatlar_%C3%9Cniversitesi%29_r2_-_Mart_2013.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,VikiPicture,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:%C4%B0stanbul_-_Sanayi-i_Nefise_Mektebi_(Mimar_Sinan_G%C3%BCzel_Sanatlar_%C3%9Cniversitesi)_r2_-_Mart_2013.JPG
way/110234148,34,Türk Vakıf Hat Sanatları Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Caligraphy_museum_-%C4%B0stanbul_-_panoramio.jpg/1280px-Caligraphy_museum_-%C4%B0stanbul_-_panoramio.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Haluk Comertel,CC BY 3.0,https://commons.wikimedia.org/wiki/File:Caligraphy_museum_-%C4%B0stanbul_-_panoramio.jpg
way/112174319,34,Sepetçiler Kasrı,https://upload.wikimedia.org/wikipedia/commons/7/70/Istanbul.Bosphorus004_small.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Georges Jansoone JoJan,CC BY 3.0,https://commons.wikimedia.org/wiki/File:Istanbul.Bosphorus004_small.jpg
way/112676117,34,Pera Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Istanbul_Beyoglu_Pera_museum.jpg/1280px-Istanbul_Beyoglu_Pera_museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Tatiana Matlina,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Istanbul_Beyoglu_Pera_museum.jpg
way/164108939,34,Caddebostan Kültür Merkezi,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Caddebostan_kultur_merkezi.JPG/1280px-Caddebostan_kultur_merkezi.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Homonihilis,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Caddebostan_kultur_merkezi.JPG
way/164328435,34,Devlet Tiyatroları Tekel Sahnesi,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/%C3%9Csk%C3%BCdar_Tekel_Stage_%281%29.jpg/1280px-%C3%9Csk%C3%BCdar_Tekel_Stage_%281%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Kurmanbek,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:%C3%9Csk%C3%BCdar_Tekel_Stage_(1).jpg
way/165718178,34,Galata Mevlevihanesi Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Galata_Mevlevihanesi_M%C3%BCzesi_10.JPG/1280px-Galata_Mevlevihanesi_M%C3%BCzesi_10.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,VikiPicture,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Galata_Mevlevihanesi_M%C3%BCzesi_10.JPG
way/175523076,34,Milli Saraylar Resim Müzesi;Resim Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Golden_Horn_-_Bosphorous_River_cruise_-_Istanbul%2C_Turkey_%2810582900944%29.jpg/1280px-Golden_Horn_-_Bosphorous_River_cruise_-_Istanbul%2C_Turkey_%2810582900944%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,"David Berkowitz from New York, NY, USA",CC BY 2.0,"https://commons.wikimedia.org/wiki/File:Golden_Horn_-_Bosphorous_River_cruise_-_Istanbul,_Turkey_(10582900944).jpg"
way/230687140,34,Küçüksu Kasrı,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Exterior_view_of_K%C3%BC%C3%A7%C3%BCksu_Palace_%281%29.jpg/1280px-Exterior_view_of_K%C3%BC%C3%A7%C3%BCksu_Palace_%281%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,José Luiz,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Exterior_view_of_K%C3%BC%C3%A7%C3%BCksu_Palace_(1).jpg
way/260976707,34,Türkiye İş Bankası Müzesi,https://upload.wikimedia.org/wikipedia/commons/1/15/T%C3%BCrkiye_%C4%B0%C5%9F_Bankas%C4%B1_M%C3%BCzesi.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Kingbjelica,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:T%C3%BCrkiye_%C4%B0%C5%9F_Bankas%C4%B1_M%C3%BCzesi.jpg
way/276462508,34,beyti lokanta,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Beyti_facade.jpg/1280px-Beyti_facade.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Nicoleon,CC0,https://commons.wikimedia.org/wiki/File:Beyti_facade.jpg
way/281772475,34,Yahya Kemal Beyatlı Gösteri Merkezi,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Yahya_Kemal_Beyatl%C4%B1_G%C3%B6steri_Merkezi_%282025%29.jpg/1280px-Yahya_Kemal_Beyatl%C4%B1_G%C3%B6steri_Merkezi_%282025%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Medelam,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Yahya_Kemal_Beyatl%C4%B1_G%C3%B6steri_Merkezi_(2025).jpg
way/286321642,34,Müze Gazhane,https://upload.wikimedia.org/wikipedia/commons/thumb/b/be/M%C3%BCze_Gazhane_%2811%29.jpg/1280px-M%C3%BCze_Gazhane_%2811%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Jelican9,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:M%C3%BCze_Gazhane_(11).jpg
way/303491953,34,Alay Köşkü,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Alay_K%C3%B6%C5%9Fk%C3%BC.jpg/1280px-Alay_K%C3%B6%C5%9Fk%C3%BC.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Flanoz,CC0,https://commons.wikimedia.org/wiki/File:Alay_K%C3%B6%C5%9Fk%C3%BC.jpg
way/312484207,34,Ihlamur Kasrı (Merasim Köşkü),https://upload.wikimedia.org/wikipedia/commons/a/a8/Ihlamur_Palace_Ceremonial_House_01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Chapultepec,Public domain,https://commons.wikimedia.org/wiki/File:Ihlamur_Palace_Ceremonial_House_01.jpg
way/315607041,34,İstanbul Akvaryum,https://upload.wikimedia.org/wikipedia/commons/thumb/6/69/%C4%B0stanbul_Akvaryumun_giri%C5%9Fi.jpg/1280px-%C4%B0stanbul_Akvaryumun_giri%C5%9Fi.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Tarih,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:%C4%B0stanbul_Akvaryumun_giri%C5%9Fi.jpg
way/315886959,34,Vialand İsfanbul Tema Park,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/Vialand_Theme_Park%2C_%C4%B0stanbul_p3.jpg/1280px-Vialand_Theme_Park%2C_%C4%B0stanbul_p3.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,VikiPicture,CC BY-SA 3.0,"https://commons.wikimedia.org/wiki/File:Vialand_Theme_Park,_%C4%B0stanbul_p3.jpg"
way/319020883,34,İstanbul Arkeoloji Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/3/32/Istanbul_PB076052raw_%284116618724%29.jpg/1280px-Istanbul_PB076052raw_%284116618724%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Javier Losa,CC BY 2.0,https://commons.wikimedia.org/wiki/File:Istanbul_PB076052raw_(4116618724).jpg
way/324022454,34,Büyük Mabeyn Köşkü,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/%C4%B0stanbul_5717.jpg/1280px-%C4%B0stanbul_5717.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,User:Darwinek,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:%C4%B0stanbul_5717.jpg
way/335374188,34,İstanbul Arkeoloji Müzeleri,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Istanbularcheology.jpg/1280px-Istanbularcheology.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Metuboy,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Istanbularcheology.jpg
way/338831488,34,Mihrabat,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/MihrabatNaturePark.jpg/1280px-MihrabatNaturePark.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CeeGee,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:MihrabatNaturePark.jpg
way/401282988,34,Sarı Köşk,https://upload.wikimedia.org/wikipedia/commons/f/fc/Yellow_Pavilion-exterior.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Basile Kargopoulo,Public domain,https://commons.wikimedia.org/wiki/File:Yellow_Pavilion-exterior.jpg
way/491935728,34,Süreyya Operası,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Istanbul_asv2021-11_img50_S%C3%BCreyya_Opera.jpg/1280px-Istanbul_asv2021-11_img50_S%C3%BCreyya_Opera.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,A.Savin,FAL,https://commons.wikimedia.org/wiki/File:Istanbul_asv2021-11_img50_S%C3%BCreyya_Opera.jpg
way/498861869,34,Deniz Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/IstanbulNavalMuseum01.JPG/1280px-IstanbulNavalMuseum01.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,CeeGee,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:IstanbulNavalMuseum01.JPG
way/550086138,34,Kazım Karabekir Paşa Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3f/2021-02-01_Karabekir_Museum_3.jpg/1280px-2021-02-01_Karabekir_Museum_3.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Meskalam,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:2021-02-01_Karabekir_Museum_3.jpg
way/569917144,34,Terziler Sinagogu  / Schneidertempel Sanat Merkezi,https://upload.wikimedia.org/wikipedia/commons/7/79/Terziler_Sinagogu.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,"Peretz Partensky from San Francisco, USA",CC BY-SA 2.0,https://commons.wikimedia.org/wiki/File:Terziler_Sinagogu.jpg
way/573564519,34,İstanbul Oyuncak Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/MuzeumhracekIstanbul_budova.JPG/1280px-MuzeumhracekIstanbul_budova.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Warmice01,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:MuzeumhracekIstanbul_budova.JPG
way/685291099,34,santralistanbul Enerji Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Santralistanbul_campus_%286%29.jpg/1280px-Santralistanbul_campus_%286%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Jelican9,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Santralistanbul_campus_(6).jpg
way/698165879,34,"Atatürk Museum, Şişli",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Istanbul_asv2021-11_img69_Atat%C3%BCrk_Museum.jpg/1280px-Istanbul_asv2021-11_img69_Atat%C3%BCrk_Museum.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,A.Savin,FAL,https://commons.wikimedia.org/wiki/File:Istanbul_asv2021-11_img69_Atat%C3%BCrk_Museum.jpg
way/746788646,34,Aşiyan Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Asiyan_Museum_2.JPG/1280px-Asiyan_Museum_2.JPG?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Hbasak,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Asiyan_Museum_2.JPG
way/972288159,34,Kartal Belediyesi Masal Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/20250306_Kartal_Masal_M%C3%BCzesi_01.jpg/1280px-20250306_Kartal_Masal_M%C3%BCzesi_01.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Basak,CC0,https://commons.wikimedia.org/wiki/File:20250306_Kartal_Masal_M%C3%BCzesi_01.jpg
way/1000250944,34,Adalar Müzesi,https://upload.wikimedia.org/wikipedia/commons/7/7b/Adalar_muzesi_hangar_binasi.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Bulent Özden &amp; Museum of the Princes' Islands,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Adalar_muzesi_hangar_binasi.jpg
way/1033333873,34,Atatürk Kültür Merkezi,https://upload.wikimedia.org/wikipedia/commons/thumb/3/34/Istanbul_asv2021-10_img08_Taksim_AKM.jpg/1280px-Istanbul_asv2021-10_img08_Taksim_AKM.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,A.Savin,FAL,https://commons.wikimedia.org/wiki/File:Istanbul_asv2021-10_img08_Taksim_AKM.jpg
way/1039501845,34,Harbiye Cemil Topuzlu Açık Hava Tiyatrosu,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Cemil_Topuzlu_A%C3%A7%C4%B1khava_Tiyatrosu.jpg/1280px-Cemil_Topuzlu_A%C3%A7%C4%B1khava_Tiyatrosu.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,QuartierLatin1968,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Cemil_Topuzlu_A%C3%A7%C4%B1khava_Tiyatrosu.jpg
way/1041976901,34,Miniatürk,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Mardin_stone_houses_02148.jpg/1280px-Mardin_stone_houses_02148.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Nevit Dilmen,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Mardin_stone_houses_02148.jpg
way/1087432624,34,Sinematek,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Sinematek_%26_Sinemaevi_i%C3%A7.jpg/1280px-Sinematek_%26_Sinemaevi_i%C3%A7.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Berkay Bayram,CC BY-SA 4.0,https://commons.wikimedia.org/wiki/File:Sinematek_%26_Sinemaevi_i%C3%A7.jpg
way/1112132469,34,Sadberk Hanım Müzesi,https://upload.wikimedia.org/wikipedia/commons/4/41/Sadberkhan%C4%B1mm%C3%BCzesi1.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,Berfu at Turkish Wikipedia,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Sadberkhan%C4%B1mm%C3%BCzesi1.jpg
way/1112685777,34,Cam ve Billur Müzesi,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/BGCM_21.jpg/1280px-BGCM_21.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Neda Atuğ,CC BY 4.0,https://commons.wikimedia.org/wiki/File:BGCM_21.jpg
way/1115171156,34,Florya Atatürk Deniz Köşkü,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Florya001.jpg/1280px-Florya001.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail,Stambouliote,CC BY-SA 3.0,https://commons.wikimedia.org/wiki/File:Florya001.jpg
