mekan,il,website,kaynak_url,kalem,fiyat
Sakhalin İstanbul,,https://sakhalin.rest,https://wrf.su/Sakhalin_Main_Istanbul_tur+eng.pdf,Johnnie Walker blue label,2600.0
Sakhalin İstanbul,,https://sakhalin.rest,https://wrf.su/Sakhalin_Main_Istanbul_tur+eng.pdf,Matsui Blended Tottori,930.0
Sakhalin İstanbul,,https://sakhalin.rest,https://wrf.su/Sakhalin_Main_Istanbul_tur+eng.pdf,Kamiki Sakura,1100.0
Sakhalin İstanbul,,https://sakhalin.rest,https://wrf.su/Sakhalin_Main_Istanbul_tur+eng.pdf,Akashi Meisei blended,1250.0
Sakhalin İstanbul,,https://sakhalin.rest,https://wrf.su/Sakhalin_Main_Istanbul_tur+eng.pdf,Hibiki,2950.0
Sakhalin İstanbul,,https://sakhalin.rest,https://wrf.su/Sakhalin_Main_Istanbul_tur+eng.pdf,Jim Beam,550.0
Sakhalin İstanbul,,https://sakhalin.rest,https://wrf.su/Sakhalin_Main_Istanbul_tur+eng.pdf,Jack Daniel's,650.0
Sakhalin İstanbul,,https://sakhalin.rest,https://wrf.su/Sakhalin_Main_Istanbul_tur+eng.pdf,Maker's Mark,750.0
Sakhalin İstanbul,,https://sakhalin.rest,https://wrf.su/Sakhalin_Main_Istanbul_tur+eng.pdf,Michter’s Rye,1450.0
Sakhalin İstanbul,,https://sakhalin.rest,https://wrf.su/Sakhalin_Main_Istanbul_tur+eng.pdf,Dubliner,510.0
Sakhalin İstanbul,,https://sakhalin.rest,https://wrf.su/Sakhalin_Main_Istanbul_tur+eng.pdf,Jameson,650.0
Sakhalin İstanbul,,https://sakhalin.rest,https://wrf.su/Sakhalin_Main_Istanbul_tur+eng.pdf,Dead Rabbit,570.0
Sakhalin İstanbul,,https://sakhalin.rest,https://wrf.su/Sakhalin_Main_Istanbul_tur+eng.pdf,Kavalan Distillery Select,870.0
Sakhalin İstanbul,,https://sakhalin.rest,https://wrf.su/Sakhalin_Main_Istanbul_tur+eng.pdf,Kavalan Single Malt,950.0
Sakhalin İstanbul,,https://sakhalin.rest,https://wrf.su/Sakhalin_Main_Istanbul_tur+eng.pdf,Hennessy VS,750.0
Sakhalin İstanbul,,https://sakhalin.rest,https://wrf.su/Sakhalin_Main_Istanbul_tur+eng.pdf,Hennessy VSOP,1200.0
Sakhalin İstanbul,,https://sakhalin.rest,https://wrf.su/Sakhalin_Main_Istanbul_tur+eng.pdf,Hennessy XO,2650.0
Sakhalin İstanbul,,https://sakhalin.rest,https://wrf.su/Sakhalin_Main_Istanbul_tur+eng.pdf,Remy Martin VSOP,1300.0
Sakhalin İstanbul,,https://sakhalin.rest,https://wrf.su/Sakhalin_Main_Istanbul_tur+eng.pdf,Martel VS,880.0
Sakhalin İstanbul,,https://sakhalin.rest,https://wrf.su/Sakhalin_Main_Istanbul_tur+eng.pdf,Martel VSOP,1450.0
Sakhalin İstanbul,,https://sakhalin.rest,https://wrf.su/Sakhalin_Main_Istanbul_tur+eng.pdf,Tekirdağ,780.0
Sakhalin İstanbul,,https://sakhalin.rest,https://wrf.su/Sakhalin_Main_Istanbul_tur+eng.pdf,Limoncello Luxardo,650.0
Sakhalin İstanbul,,https://sakhalin.rest,https://wrf.su/Sakhalin_Main_Istanbul_tur+eng.pdf,Disaronno,650.0
Sakhalin İstanbul,,https://sakhalin.rest,https://wrf.su/Sakhalin_Main_Istanbul_tur+eng.pdf,Bailey's,650.0
Sakhalin İstanbul,,https://sakhalin.rest,https://wrf.su/Sakhalin_Main_Istanbul_tur+eng.pdf,Cointreau,650.0
Sakhalin İstanbul,,https://sakhalin.rest,https://wrf.su/Sakhalin_Main_Istanbul_tur+eng.pdf,Kahlua,650.0
Sakhalin İstanbul,,https://sakhalin.rest,https://wrf.su/Sakhalin_Main_Istanbul_tur+eng.pdf,St. Germain,650.0
Sakhalin İstanbul,,https://sakhalin.rest,https://wrf.su/Sakhalin_Main_Istanbul_tur+eng.pdf,Malibu,650.0
Sakhalin İstanbul,,https://sakhalin.rest,https://wrf.su/Sakhalin_Main_Istanbul_tur+eng.pdf,Fernet Branca,650.0
Sakhalin İstanbul,,https://sakhalin.rest,https://wrf.su/Sakhalin_Main_Istanbul_tur+eng.pdf,Sambuca,650.0
Sakhalin İstanbul,,https://sakhalin.rest,https://wrf.su/Sakhalin_Main_Istanbul_tur+eng.pdf,Jagermeister,750.0
Santral Coffee House,,http://www.santralcoffee.com,http://www.santralcoffee.com/santral-coffee-menu.pdf,Espresso Macchiato,140.0
Santral Coffee House,,http://www.santralcoffee.com,http://www.santralcoffee.com/santral-coffee-menu.pdf,Ristretto,140.0
Santral Coffee House,,http://www.santralcoffee.com,http://www.santralcoffee.com/santral-coffee-menu.pdf,Lungo,160.0
Santral Coffee House,,http://www.santralcoffee.com,http://www.santralcoffee.com/santral-coffee-menu.pdf,Piccolo Latte*,170.0
Santral Coffee House,,http://www.santralcoffee.com,http://www.santralcoffee.com/santral-coffee-menu.pdf,Cortado*,170.0
Santral Coffee House,,http://www.santralcoffee.com,http://www.santralcoffee.com/santral-coffee-menu.pdf,Santral,200.0
Santral Coffee House,,http://www.santralcoffee.com,http://www.santralcoffee.com/santral-coffee-menu.pdf,Cafe Nutella,200.0
Santral Coffee House,,http://www.santralcoffee.com,http://www.santralcoffee.com/santral-coffee-menu.pdf,Zebra,200.0
Santral Coffee House,,http://www.santralcoffee.com,http://www.santralcoffee.com/santral-coffee-menu.pdf,Chilli Mocha,200.0
Santral Coffee House,,http://www.santralcoffee.com,http://www.santralcoffee.com/santral-coffee-menu.pdf,Espresso on the Rock,150.0
Santral Coffee House,,http://www.santralcoffee.com,http://www.santralcoffee.com/santral-coffee-menu.pdf,Iced Latte,190.0
Santral Coffee House,,http://www.santralcoffee.com,http://www.santralcoffee.com/santral-coffee-menu.pdf,Iced Americano,190.0
Santral Coffee House,,http://www.santralcoffee.com,http://www.santralcoffee.com/santral-coffee-menu.pdf,Iced Mocha,210.0
Santral Coffee House,,http://www.santralcoffee.com,http://www.santralcoffee.com/santral-coffee-menu.pdf,Iced White Chocolate Mocha,210.0
Santral Coffee House,,http://www.santralcoffee.com,http://www.santralcoffee.com/santral-coffee-menu.pdf,Iced Caramel Macchiato,210.0
Santral Coffee House,,http://www.santralcoffee.com,http://www.santralcoffee.com/santral-coffee-menu.pdf,Black Eye,190.0
Santral Coffee House,,http://www.santralcoffee.com,http://www.santralcoffee.com/santral-coffee-menu.pdf,"Frappe **(Greek, çikolata, vanilya)",220.0
Santral Coffee House,,http://www.santralcoffee.com,http://www.santralcoffee.com/santral-coffee-menu.pdf,Cici Frappe,220.0
Santral Coffee House,,http://www.santralcoffee.com,http://www.santralcoffee.com/santral-coffee-menu.pdf,Iced Chai Latte,230.0
Santral Coffee House,,http://www.santralcoffee.com,http://www.santralcoffee.com/santral-coffee-menu.pdf,Cold Brew,170.0
Santral Coffee House,,http://www.santralcoffee.com,http://www.santralcoffee.com/santral-coffee-menu.pdf,Mozaik,230.0
Santral Coffee House,,http://www.santralcoffee.com,http://www.santralcoffee.com/santral-coffee-menu.pdf,Chocolate Chip,120.0
Santral Coffee House,,http://www.santralcoffee.com,http://www.santralcoffee.com/santral-coffee-menu.pdf,Cheesecake,280.0
Santral Coffee House,,http://www.santralcoffee.com,http://www.santralcoffee.com/santral-coffee-menu.pdf,Brownie,260.0
Santral Coffee House,,http://www.santralcoffee.com,http://www.santralcoffee.com/santral-coffee-menu.pdf,Muzlu Alman Pastası,280.0
Santral Coffee House,,http://www.santralcoffee.com,http://www.santralcoffee.com/santral-coffee-menu.pdf,Elmalı Turta (şeker ilavesiz),280.0
Santral Coffee House,,http://www.santralcoffee.com,http://www.santralcoffee.com/santral-coffee-menu.pdf,Santral Tost,280.0
Santral Coffee House,,http://www.santralcoffee.com,http://www.santralcoffee.com/santral-coffee-menu.pdf,Hindi Füme Üçgen Tost,280.0
Santral Coffee House,,http://www.santralcoffee.com,http://www.santralcoffee.com/santral-coffee-menu.pdf,Kaşarlı Tost,160.0
Santral Coffee House,,http://www.santralcoffee.com,http://www.santralcoffee.com/santral-coffee-menu.pdf,Köz Patlıcanlı / Ispanaklı Kiş,290.0
Santral Coffee House,,http://www.santralcoffee.com,http://www.santralcoffee.com/santral-coffee-menu.pdf,Soda,90.0
Santral Coffee House,,http://www.santralcoffee.com,http://www.santralcoffee.com/santral-coffee-menu.pdf,Churchill,130.0
Santral Coffee House,,http://www.santralcoffee.com,http://www.santralcoffee.com/santral-coffee-menu.pdf,Limonata,200.0
Santral Coffee House,,http://www.santralcoffee.com,http://www.santralcoffee.com/santral-coffee-menu.pdf,Soğuk Yeşil Çay,200.0
Santral Coffee House,,http://www.santralcoffee.com,http://www.santralcoffee.com/santral-coffee-menu.pdf,Hibiskus (Buz gibi!),200.0
Santral Coffee House,,http://www.santralcoffee.com,http://www.santralcoffee.com/santral-coffee-menu.pdf,Izgara Sebze ve Hellimli Sandviç,300.0
Santral Coffee House,,http://www.santralcoffee.com,http://www.santralcoffee.com/santral-coffee-menu.pdf,Oreolu Cup/Tiramisu,280.0
Santral Coffee House,,http://www.santralcoffee.com,http://www.santralcoffee.com/santral-coffee-menu.pdf,Glutensiz- El Açması Poğaça,150.0
Santral Coffee House,,http://www.santralcoffee.com,http://www.santralcoffee.com/santral-coffee-menu.pdf,Fitbar- Sağlıklı Bar,200.0
Tarhun fırın,Istanbul,https://tarhunfirin.com/anasayfa/,https://tarhunfirin.com/menu/,Novazet   //,140.0
Tarhun fırın,Istanbul,https://tarhunfirin.com/anasayfa/,https://tarhunfirin.com/menu/,Snickers Pasta   //,140.0
Tarhun fırın,Istanbul,https://tarhunfirin.com/anasayfa/,https://tarhunfirin.com/menu/,Le Fraisier   //,125.0
Tarhun fırın,Istanbul,https://tarhunfirin.com/anasayfa/,https://tarhunfirin.com/menu/,Panna Cotta   //,105.0
Tarhun fırın,Istanbul,https://tarhunfirin.com/anasayfa/,https://tarhunfirin.com/menu/,Red Fruit Matcha   //,125.0
Tarhun fırın,Istanbul,https://tarhunfirin.com/anasayfa/,https://tarhunfirin.com/menu/,Bahar Tartolet   //,125.0
Tarhun fırın,Istanbul,https://tarhunfirin.com/anasayfa/,https://tarhunfirin.com/menu/,Orman Meyveli Tart   //,125.0
Tarhun fırın,Istanbul,https://tarhunfirin.com/anasayfa/,https://tarhunfirin.com/menu/,Brownie   //,125.0
Tarhun fırın,Istanbul,https://tarhunfirin.com/anasayfa/,https://tarhunfirin.com/menu/,Napolyon Pasta   //,145.0
Tarhun fırın,Istanbul,https://tarhunfirin.com/anasayfa/,https://tarhunfirin.com/menu/,Tiramisu   //,105.0
Tarhun fırın,Istanbul,https://tarhunfirin.com/anasayfa/,https://tarhunfirin.com/menu/,İstiridye Mantarlı Ciabatta   //,95.0
Tarhun fırın,Istanbul,https://tarhunfirin.com/anasayfa/,https://tarhunfirin.com/menu/,Hindi Fümeli Ciabatta   //,105.0
Tarhun fırın,Istanbul,https://tarhunfirin.com/anasayfa/,https://tarhunfirin.com/menu/,Kruvasan Sade   //,53.0
Tarhun fırın,Istanbul,https://tarhunfirin.com/anasayfa/,https://tarhunfirin.com/menu/,Pana Chocolate (Çikolatalı Kruvasan)   //,58.0
Tarhun fırın,Istanbul,https://tarhunfirin.com/anasayfa/,https://tarhunfirin.com/menu/,Tahinli Sarma   //,58.0
Çukurağa Sofrası,Ankara,http://cukuraga.com.tr/,http://cukuraga.com.tr/,ADANA KEBAP,740.0
Çukurağa Sofrası,Ankara,http://cukuraga.com.tr/,http://cukuraga.com.tr/,YAPRAK KEBAP,850.0
Çukurağa Sofrası,Ankara,http://cukuraga.com.tr/,http://cukuraga.com.tr/,ÇÖP ŞİŞ,850.0
Çukurağa Sofrası,Ankara,http://cukuraga.com.tr/,http://cukuraga.com.tr/,MENEKŞE KEBAP,700.0
Çukurağa Sofrası,Ankara,http://cukuraga.com.tr/,http://cukuraga.com.tr/,CİĞER ŞİŞ,850.0
Çukurağa Sofrası,Ankara,http://cukuraga.com.tr/,http://cukuraga.com.tr/,TAVUK ŞİŞ,680.0
Çukurağa Sofrası,Ankara,http://cukuraga.com.tr/,http://cukuraga.com.tr/,SEBZELİ KEBAP,750.0
Çukurağa Sofrası,Ankara,http://cukuraga.com.tr/,http://cukuraga.com.tr/,HAŞ HAŞ KEBAP,750.0
Çukurağa Sofrası,Ankara,http://cukuraga.com.tr/,http://cukuraga.com.tr/,TAVUK KANAT,680.0
Çukurağa Sofrası,Ankara,http://cukuraga.com.tr/,http://cukuraga.com.tr/,YOĞURTLU ADANA,800.0
Çukurağa Sofrası,Ankara,http://cukuraga.com.tr/,http://cukuraga.com.tr/,BEYTİ,800.0
Çukurağa Sofrası,Ankara,http://cukuraga.com.tr/,http://cukuraga.com.tr/,DOMATESLİ KEBAP,850.0
Çukurağa Sofrası,Ankara,http://cukuraga.com.tr/,http://cukuraga.com.tr/,SOĞANLI KEBAP,850.0
Çukurağa Sofrası,Ankara,http://cukuraga.com.tr/,http://cukuraga.com.tr/,ADANA DÜRÜM,740.0
Çukurağa Sofrası,Ankara,http://cukuraga.com.tr/,http://cukuraga.com.tr/,PATLICANLI KEBAP,850.0
Çukurağa Sofrası,Ankara,http://cukuraga.com.tr/,http://cukuraga.com.tr/,ALİ NAZİK KEBAP,830.0
Çukurağa Sofrası,Ankara,http://cukuraga.com.tr/,http://cukuraga.com.tr/,ALİ NAZİK ŞİŞ,880.0
Çukurağa Sofrası,Ankara,http://cukuraga.com.tr/,http://cukuraga.com.tr/,MENEKŞE BEYTİ,750.0
Çukurağa Sofrası,Ankara,http://cukuraga.com.tr/,http://cukuraga.com.tr/,DÖNER,720.0
Çukurağa Sofrası,Ankara,http://cukuraga.com.tr/,http://cukuraga.com.tr/,KUZU SIRT,990.0
Çukurağa Sofrası,Ankara,http://cukuraga.com.tr/,http://cukuraga.com.tr/,LOKUM,990.0
Çukurağa Sofrası,Ankara,http://cukuraga.com.tr/,http://cukuraga.com.tr/,İÇLİ KÖFTE,140.0
Çukurağa Sofrası,Ankara,http://cukuraga.com.tr/,http://cukuraga.com.tr/,ÇORBA,250.0
Pizza Tomato,Antalya,http://www.pizzatomato.com.tr/,http://www.pizzatomato.com.tr/storage/QYK76KuQ43P4Z0lbivJ8pIdknhRl9wyp.pdf,Piliç Pane Burger,670.0
Pizza Tomato,Antalya,http://www.pizzatomato.com.tr/,http://www.pizzatomato.com.tr/storage/QYK76KuQ43P4Z0lbivJ8pIdknhRl9wyp.pdf,Meksika Burger,730.0
Pizza Tomato,Antalya,http://www.pizzatomato.com.tr/,http://www.pizzatomato.com.tr/storage/QYK76KuQ43P4Z0lbivJ8pIdknhRl9wyp.pdf,K.  Tavuk Burger,690.0
Pizza Tomato,Antalya,http://www.pizzatomato.com.tr/,http://www.pizzatomato.com.tr/storage/QYK76KuQ43P4Z0lbivJ8pIdknhRl9wyp.pdf,C. Tavuk Burger,690.0
Pizza Tomato,Antalya,http://www.pizzatomato.com.tr/,http://www.pizzatomato.com.tr/storage/QYK76KuQ43P4Z0lbivJ8pIdknhRl9wyp.pdf,Penne Napolitan,635.0
